SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2021-22,203473,MIA,2101,422,145,243,19,47,75,206,84,54,3,62
2021-22,203476,ATL,749,154,24,44,29,68,19,40,8,81,6,2
2021-22,203482,DET,1580,365,88,167,40,119,69,110,66,105,15,22
2021-22,203484,WAS,4725,1018,202,422,159,408,137,250,154,435,42,12
2021-22,203486,CHA,3693,477,205,318,0,2,67,318,92,0,0,38
2021-22,203488,OKC,1225,344,43,85,70,163,48,70,16,210,0,14
2021-22,203490,GSW,2864,515,113,200,80,216,49,166,60,228,12,40
2021-22,203493,DAL,3717,583,60,109,141,392,40,92,28,417,6,8
2021-22,203496,LAC,1031,239,32,53,49,109,28,46,18,129,18,6
2021-22,203496,POR,2921,365,49,106,79,230,30,60,38,228,9,18
2021-22,203497,UTA,4247,1027,362,504,0,4,303,524,200,0,0,168
2021-22,203500,MEM,4066,528,210,383,0,1,108,206,214,0,0,134
2021-22,203501,DAL,2455,598,107,226,102,304,78,142,72,246,60,0
2021-22,203503,NOP,565,88,12,21,21,53,1,18,6,60,3,0
2021-22,203503,POR,1097,99,12,22,24,75,3,18,6,69,3,4
2021-22,203504,DAL,882,214,58,133,26,82,20,30,86,66,12,0
2021-22,203506,MIA,349,99,20,37,15,36,14,10,30,21,24,0
2021-22,203507,MIL,4618,2002,618,1003,71,242,553,534,702,90,123,94
2021-22,203516,BKN,31,5,1,5,1,2,0,2,0,3,0,0
2021-22,203516,DEN,27,4,2,4,0,2,0,2,2,0,0,0
2021-22,203516,LAC,58,20,5,7,2,4,4,8,2,6,0,0
2021-22,203524,ATL,277,8,1,7,2,13,0,2,0,6,0,0
2021-22,203526,WAS,2766,526,169,321,35,120,83,112,226,72,33,4
2021-22,203552,BKN,1155,284,46,87,58,124,18,38,54,159,15,0
2021-22,203552,PHI,3092,676,156,278,100,250,64,150,162,234,66,2
2021-22,203585,DET,1547,273,40,79,58,146,19,52,28,174,0,12
2021-22,203648,MIL,975,171,68,114,2,14,29,86,50,3,3,28
2021-22,203658,UTA,35,6,3,5,0,0,0,4,2,0,0,2
2021-22,203816,OKC,36,4,2,3,0,1,0,2,2,0,0,0
2021-22,203897,CHI,4747,1635,380,711,185,475,320,266,494,315,240,8
2021-22,203901,PHX,1131,150,63,157,4,18,12,34,92,9,3,10
2021-22,203903,UTA,4297,1266,276,516,190,597,144,122,430,384,186,24
2021-22,203914,ORL,3579,679,124,251,116,302,83,146,102,324,24,8
2021-22,203915,DAL,1278,363,79,139,42,104,79,44,114,75,51,4
2021-22,203915,WAS,2668,556,115,266,70,226,116,34,196,105,105,8
2021-22,203917,BOS,32,7,0,0,2,6,1,0,0,3,3,0
2021-22,203917,MIA,52,11,1,4,2,4,3,2,0,6,0,0
2021-22,203918,LAC,263,34,6,15,6,11,4,6,6,9,9,2
2021-22,203918,MIL,1185,129,22,51,24,80,13,24,20,66,6,8
2021-22,203920,TOR,1962,247,97,186,0,14,53,156,38,0,0,36
2021-22,203924,DET,3028,904,207,445,91,254,217,206,208,264,9,16
2021-22,203925,BKN,885,158,15,36,41,88,5,26,4,123,0,0
2021-22,203926,SAS,2569,578,107,209,108,256,40,182,32,321,3,14
2021-22,203932,DEN,4845,1126,347,574,87,260,171,436,258,222,39,78
2021-22,203935,BOS,4659,861,181,358,119,360,142,132,230,327,30,22
2021-22,203937,MEM,3106,521,173,360,36,109,67,178,168,105,3,44
2021-22,203939,DAL,3462,717,256,364,13,37,166,438,74,39,0,58
2021-22,203944,NYK,5112,1447,392,856,120,390,303,284,500,288,72,78
2021-22,203952,GSW,4748,1256,318,620,157,399,149,316,320,423,48,46
2021-22,203953,BOS,224,53,10,22,8,16,9,12,8,21,3,2
2021-22,203954,PHI,4575,2079,573,1083,93,251,654,588,558,198,81,94
2021-22,203991,ATL,4165,820,370,603,0,1,80,566,174,0,0,136
2021-22,203992,ATL,3742,950,173,335,169,459,97,132,214,402,105,16
2021-22,203994,POR,3202,842,306,544,15,56,185,384,228,42,3,104
2021-22,203999,DEN,5065,2004,667,1023,97,288,379,774,560,267,24,160
2021-22,204001,DAL,1980,654,180,335,49,173,147,256,104,147,0,38
2021-22,204001,WAS,964,376,94,180,29,79,101,118,70,84,3,22
2021-22,204020,PHI,76,11,1,3,3,7,0,2,0,9,0,0
2021-22,204020,SAS,110,6,0,4,2,6,0,0,0,6,0,0
2021-22,204025,CLE,14,2,1,2,0,0,0,2,0,0,0,0
2021-22,204025,ORL,399,37,7,26,6,17,5,4,10,15,3,0
2021-22,204038,BKN,117,12,3,5,2,8,0,4,2,3,3,0
2021-22,204038,MIL,102,2,1,5,0,8,0,0,2,0,0,0
2021-22,204060,UTA,2255,325,37,60,78,225,17,44,30,177,57,0
2021-22,204456,IND,1332,229,90,175,10,33,19,46,134,27,3,4
2021-22,1626144,SAC,23,3,0,2,0,0,3,0,0,0,0,0
2021-22,1626145,MEM,3172,632,169,347,80,205,54,124,214,201,39,2
2021-22,1626147,CLE,101,13,2,2,2,6,3,4,0,6,0,0
2021-22,1626147,IND,539,89,19,34,13,53,12,24,14,36,3,0
2021-22,1626149,CHA,1071,285,111,170,0,2,63,148,74,0,0,48
2021-22,1626149,WAS,2235,647,243,368,4,15,149,314,172,12,0,86
2021-22,1626153,ATL,2896,342,78,153,44,116,54,70,86,108,24,16
2021-22,1626155,TOR,2,0,0,0,0,0,0,0,0,0,0,0
2021-22,1626156,MIN,4347,1176,225,457,176,518,198,126,324,333,195,12
2021-22,1626157,MIN,5159,1818,492,848,150,366,384,528,456,399,51,118
2021-22,1626158,SAC,2219,468,196,295,2,5,70,294,98,6,0,72
2021-22,1626159,LAC,1013,156,58,112,5,29,25,78,38,15,0,14
2021-22,1626159,POR,605,118,37,79,10,37,14,54,20,30,0,12
2021-22,1626161,DAL,366,34,15,33,1,2,1,24,6,3,0,4
2021-22,1626161,PHI,12,0,0,0,0,0,0,0,0,0,0,0
2021-22,1626162,CHA,4153,1137,219,379,191,553,126,268,170,534,39,48
2021-22,1626163,PHX,389,95,31,51,5,15,18,44,18,15,0,10
2021-22,1626164,PHX,4866,1822,479,943,183,478,315,382,576,348,201,22
2021-22,1626166,PHX,2647,626,169,376,71,211,75,62,276,135,78,10
2021-22,1626167,IND,2461,540,139,210,61,183,79,190,88,183,0,42
2021-22,1626168,DET,2010,532,131,238,44,146,138,154,108,132,0,44
2021-22,1626168,SAC,1127,254,64,115,23,63,57,80,48,69,0,22
2021-22,1626169,LAL,2233,320,84,146,33,105,53,92,76,93,6,20
2021-22,1626171,MIL,4182,1052,284,533,133,338,85,316,252,399,0,108
2021-22,1626172,GSW,3494,491,208,363,0,1,75,306,110,0,0,64
2021-22,1626174,HOU,4380,1218,309,542,131,336,207,374,244,333,60,82
2021-22,1626179,CHA,5078,1408,296,574,222,593,150,260,332,558,108,36
2021-22,1626181,LAC,263,107,19,39,13,24,30,18,20,24,15,0
2021-22,1626181,POR,2709,746,154,313,93,229,159,158,150,255,24,8
2021-22,1626192,MIL,3490,645,81,126,146,370,45,126,36,417,21,10
2021-22,1626195,NOP,1735,453,166,315,4,12,109,228,104,12,0,70
2021-22,1626196,BOS,2161,427,90,187,62,156,61,80,100,183,3,6
2021-22,1626196,SAS,1059,239,42,101,40,90,35,46,38,120,0,4
2021-22,1626204,NOP,360,66,23,41,4,8,8,36,10,12,0,10
2021-22,1626204,POR,1709,255,83,136,19,62,32,110,56,57,0,36
2021-22,1626220,UTA,4848,570,84,138,119,306,45,114,54,351,6,12
2021-22,1626224,CLE,2939,709,119,213,128,359,87,164,74,333,51,12
2021-22,1626246,DAL,257,98,41,66,1,4,13,60,22,3,0,4
2021-22,1627734,IND,3281,888,296,463,35,108,191,368,224,105,0,86
2021-22,1627734,SAC,1056,283,108,185,4,17,55,130,86,9,3,18
2021-22,1627736,MIN,4162,953,92,213,240,637,49,120,64,651,69,12
2021-22,1627737,DAL,705,154,54,109,8,25,22,90,18,24,0,10
2021-22,1627739,POR,687,106,43,91,1,11,17,12,74,3,0,4
2021-22,1627741,IND,1893,473,101,184,80,221,31,82,120,207,33,6
2021-22,1627741,SAC,3240,792,83,198,182,495,80,80,86,459,87,14
2021-22,1627742,NOP,3757,1246,379,757,74,226,266,304,454,198,24,14
2021-22,1627745,SAC,2075,454,165,237,10,29,94,262,68,27,3,52
2021-22,1627747,CLE,1124,258,80,165,21,67,35,52,108,51,12,4
2021-22,1627747,IND,2442,728,217,433,61,189,111,128,306,105,78,6
2021-22,1627749,SAS,4911,1438,477,947,96,294,196,180,774,201,87,26
2021-22,1627751,SAS,4044,915,409,662,1,1,94,574,244,3,0,156
2021-22,1627752,MIN,2487,502,91,161,86,229,62,126,56,243,15,2
2021-22,1627756,CLE,418,64,5,18,18,44,0,4,6,48,6,2
2021-22,1627756,UTA,35,5,1,1,1,3,0,0,2,3,0,0
2021-22,1627759,BOS,4479,1559,410,753,166,464,241,386,434,378,120,28
2021-22,1627761,BKN,1919,278,106,177,15,36,21,154,58,45,0,18
2021-22,1627761,MIL,159,6,3,8,0,0,0,4,2,0,0,0
2021-22,1627763,IND,2429,687,185,357,58,186,143,92,278,102,72,14
2021-22,1627767,DET,66,11,3,8,0,0,5,2,4,0,0,2
2021-22,1627774,MIN,503,81,22,38,8,35,13,30,14,24,0,8
2021-22,1627777,PHI,3481,700,90,176,156,387,52,128,52,459,9,2
2021-22,1627780,GSW,2494,502,169,224,43,120,35,266,72,129,0,34
2021-22,1627782,NYK,39,5,0,2,1,2,2,0,0,3,0,0
2021-22,1627783,TOR,5101,1551,521,989,75,218,284,304,738,213,12,60
2021-22,1627788,PHI,2849,509,105,204,77,266,68,110,100,201,30,6
2021-22,1627789,ATL,1431,227,30,64,44,122,35,42,18,129,3,4
2021-22,1627814,GSW,2565,467,106,196,63,187,66,156,56,186,3,12
2021-22,1627820,NOP,153,17,5,12,2,8,1,10,0,6,0,0
2021-22,1627823,BOS,198,19,2,9,3,18,6,4,0,9,0,0
2021-22,1627823,SAS,105,7,2,3,0,3,3,0,4,0,0,4
2021-22,1627823,UTA,572,105,16,25,21,48,10,28,4,63,0,0
2021-22,1627826,LAC,3716,785,310,495,0,0,165,446,174,0,0,114
2021-22,1627827,DAL,5143,880,154,257,172,435,56,236,72,507,9,32
2021-22,1627832,TOR,4908,1320,200,455,242,642,194,90,310,432,294,2
2021-22,1627846,PHX,315,34,8,21,4,14,6,8,8,12,0,4
2021-22,1627853,NYK,153,16,2,3,4,9,0,4,0,12,0,0
2021-22,1627854,DEN,1251,300,44,99,59,144,35,60,28,174,3,2
2021-22,1627854,SAS,1389,363,65,145,63,151,44,92,38,177,12,2
2021-22,1627863,HOU,499,77,15,40,10,34,17,24,6,24,6,2
2021-22,1627863,NYK,7,0,0,0,0,1,0,0,0,0,0,0
2021-22,1627863,UTA,978,171,21,41,34,82,27,30,12,99,3,4
2021-22,1627884,CHI,1852,286,85,134,20,61,56,120,50,60,0,40
2021-22,1627885,BKN,48,4,2,4,0,2,0,2,2,0,0,0
2021-22,1627936,CHI,2319,304,60,130,42,126,58,68,52,117,9,6
2021-22,1628021,HOU,1273,233,70,127,15,49,48,76,64,45,0,18
2021-22,1628035,CHI,411,59,15,34,9,27,2,22,8,27,0,8
2021-22,1628221,IND,49,8,1,1,1,6,3,2,0,3,0,0
2021-22,1628365,ORL,752,195,79,158,4,17,25,28,130,6,6,4
2021-22,1628366,CHI,2485,455,52,123,110,260,21,42,62,279,51,12
2021-22,1628367,DET,1437,276,73,138,30,113,40,74,72,78,12,12
2021-22,1628367,SAC,250,52,14,32,3,17,15,16,12,9,0,0
2021-22,1628368,SAC,4362,1367,442,843,74,249,261,190,694,123,99,2
2021-22,1628369,BOS,5462,2046,478,913,230,651,400,410,546,390,300,44
2021-22,1628370,LAL,4469,1048,218,384,173,442,93,238,198,432,87,16
2021-22,1628372,POR,1308,206,73,162,6,27,42,48,98,9,9,8
2021-22,1628373,DAL,1376,240,51,112,38,111,24,54,48,102,12,2
2021-22,1628374,CLE,3743,900,177,323,136,380,138,242,112,405,3,40
2021-22,1628378,UTA,4589,1733,385,722,232,654,267,136,634,336,360,26
2021-22,1628379,LAC,3872,833,97,216,190,423,69,128,66,522,48,4
2021-22,1628380,SAS,1055,218,62,114,14,41,52,92,32,42,0,18
2021-22,1628381,ATL,3366,876,275,468,64,176,134,436,114,189,3,56
2021-22,1628382,BOS,5,2,0,1,0,0,2,0,0,0,0,0
2021-22,1628382,PHX,71,13,2,5,3,9,0,4,0,9,0,0
2021-22,1628384,TOR,3424,822,194,380,115,317,89,180,208,300,45,36
2021-22,1628386,CLE,3585,904,368,535,1,10,165,540,196,0,3,116
2021-22,1628389,MIA,3627,1068,406,723,0,6,256,494,318,0,0,74
2021-22,1628391,TOR,125,30,11,13,0,2,8,16,6,0,0,0
2021-22,1628392,LAC,2481,563,215,336,14,30,91,322,108,36,6,66
2021-22,1628395,CHI,4,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628396,CHI,1130,163,72,123,0,0,19,108,36,0,0,32
2021-22,1628398,WAS,4442,1130,295,561,128,375,156,290,300,339,45,40
2021-22,1628400,LAC,199,41,8,20,4,9,13,10,6,9,3,0
2021-22,1628400,MIL,625,57,7,29,11,41,10,12,2,27,6,0
2021-22,1628401,BOS,1421,286,60,119,34,111,64,62,58,90,12,4
2021-22,1628401,SAS,3066,706,162,312,81,258,139,116,208,198,45,6
2021-22,1628402,DET,2389,560,108,204,86,279,86,146,70,243,15,6
2021-22,1628404,NOP,2759,548,153,256,42,130,116,154,152,108,18,12
2021-22,1628404,POR,869,259,61,100,31,83,44,48,74,54,39,0
2021-22,1628408,DEN,679,97,21,51,15,48,10,14,28,39,6,8
2021-22,1628411,ATL,161,22,5,13,3,5,3,6,4,6,3,2
2021-22,1628415,MEM,1827,590,181,377,46,149,90,170,192,114,24,16
2021-22,1628418,WAS,881,201,65,106,12,42,35,96,34,36,0,18
2021-22,1628420,DEN,4532,945,250,459,124,314,73,236,264,348,24,4
2021-22,1628422,NYK,36,4,2,3,0,1,0,2,2,0,0,0
2021-22,1628425,DAL,1271,160,31,63,28,92,14,48,14,72,12,6
2021-22,1628427,DEN,369,62,16,29,7,12,9,30,2,21,0,2
2021-22,1628432,DEN,1344,209,44,75,37,86,10,52,36,102,9,6
2021-22,1628436,BOS,176,26,12,17,0,4,2,16,8,0,0,8
2021-22,1628436,CLE,37,4,1,4,0,1,2,2,0,0,0,0
2021-22,1628436,MIL,6,0,0,1,0,0,0,0,0,0,0,0
2021-22,1628449,TOR,3345,754,200,348,68,229,150,268,132,201,3,106
2021-22,1628464,BOS,784,166,57,84,10,28,22,94,20,27,3,18
2021-22,1628464,HOU,1199,218,61,100,23,79,27,94,28,69,0,20
2021-22,1628467,DAL,2840,411,58,99,83,255,46,98,18,246,3,12
2021-22,1628470,IND,2066,329,82,143,46,138,27,92,72,135,3,32
2021-22,1628470,PHX,1161,187,41,64,31,96,12,52,30,87,6,6
2021-22,1628476,DET,228,19,3,13,3,13,4,0,6,9,0,0
2021-22,1628537,SAS,35,2,0,4,0,2,2,0,0,0,0,0
2021-22,1628539,MIA,90,14,0,2,4,8,2,0,0,12,0,0
2021-22,1628539,ORL,405,55,7,21,13,46,2,8,6,39,0,0
2021-22,1628778,OKC,328,31,6,9,6,26,1,6,6,18,0,2
2021-22,1628960,MIL,3727,733,96,180,159,389,64,124,68,435,42,4
2021-22,1628962,UTA,400,80,37,49,0,0,6,66,8,0,0,6
2021-22,1628963,DET,976,262,103,165,8,35,32,148,58,24,0,30
2021-22,1628963,SAC,1326,278,99,184,15,62,35,118,80,39,6,42
2021-22,1628964,ORL,3729,756,189,336,107,281,57,214,164,318,3,112
2021-22,1628966,SAS,1970,335,119,208,17,55,46,180,58,48,3,42
2021-22,1628969,PHX,5859,1162,343,546,115,312,131,524,162,339,6,26
2021-22,1628970,CHA,5869,1613,442,749,154,465,267,528,356,381,81,32
2021-22,1628971,BKN,3605,647,218,412,38,94,97,324,112,111,3,34
2021-22,1628972,CHI,2165,283,61,125,47,133,20,82,40,135,6,16
2021-22,1628973,DAL,4930,1285,412,756,94,252,179,216,608,228,54,6
2021-22,1628975,BKN,1112,165,16,47,42,127,7,18,14,99,27,0
2021-22,1628975,MIL,737,112,16,36,24,43,8,10,22,54,18,0
2021-22,1628976,ORL,3811,931,289,470,70,214,143,352,226,210,0,106
2021-22,1628977,DET,2610,636,238,433,23,93,91,246,230,63,6,42
2021-22,1628978,MIL,710,122,18,44,21,74,23,20,16,45,18,8
2021-22,1628978,SAC,1391,258,26,74,53,144,47,22,30,138,21,4
2021-22,1628981,BOS,134,19,6,13,1,1,4,6,6,3,0,0
2021-22,1628981,HOU,198,69,29,40,0,1,11,44,14,0,0,12
2021-22,1628982,OKC,242,32,12,27,1,21,5,18,6,3,0,2
2021-22,1628983,OKC,4051,1371,388,755,89,297,328,106,670,81,186,14
2021-22,1628984,NOP,4360,902,104,252,192,563,118,64,144,435,141,8
2021-22,1628988,PHX,740,149,35,88,16,36,31,22,48,33,15,6
2021-22,1628988,WAS,1314,251,77,147,23,67,28,56,98,51,18,0
2021-22,1628989,ATL,4489,892,185,349,160,411,42,192,178,432,48,18
2021-22,1628990,PHX,52,4,1,2,0,0,2,2,0,0,0,0
2021-22,1628991,MEM,4396,1272,302,635,128,401,284,340,264,378,6,58
2021-22,1628993,CHI,230,28,12,21,0,2,4,14,10,0,0,8
2021-22,1628993,NOP,63,9,3,10,0,0,3,4,2,0,0,2
2021-22,1628993,WAS,33,4,2,4,0,2,0,0,4,0,0,4
2021-22,1628994,DAL,40,1,0,1,0,4,1,0,0,0,0,0
2021-22,1628995,ATL,242,46,11,19,5,26,9,18,4,15,0,0
2021-22,1628995,NYK,225,47,5,12,10,28,7,6,4,30,0,4
2021-22,1628997,MIA,2738,551,144,255,64,155,71,174,114,174,18,30
2021-22,1628998,CHA,3809,544,143,264,61,159,75,182,104,162,21,12
2021-22,1629001,MEM,3481,791,142,323,139,372,90,134,150,357,60,26
2021-22,1629002,SAC,2638,534,146,263,57,186,71,216,76,165,6,14
2021-22,1629003,PHI,2352,450,130,270,43,133,61,96,164,120,9,18
2021-22,1629004,TOR,1461,255,50,100,41,134,32,54,46,117,6,6
2021-22,1629006,MIN,1098,133,28,57,14,47,35,34,22,42,0,6
2021-22,1629008,DEN,548,89,27,55,10,48,5,38,16,27,3,4
2021-22,1629011,NYK,3666,610,261,343,0,0,88,270,252,0,0,218
2021-22,1629012,CLE,646,176,57,106,11,45,29,48,66,27,6,10
2021-22,1629013,PHX,2962,573,68,151,123,334,68,82,54,351,18,2
2021-22,1629014,POR,3381,988,174,355,179,442,103,68,280,351,186,4
2021-22,1629018,TOR,4906,1283,241,541,209,545,174,198,284,480,147,2
2021-22,1629020,MIN,3861,512,210,347,2,14,86,290,130,6,0,84
2021-22,1629021,ORL,1995,564,131,195,66,201,104,200,62,195,3,20
2021-22,1629022,SAS,3337,849,200,411,111,353,116,216,184,285,48,2
2021-22,1629023,CHA,3651,668,140,231,110,301,58,222,58,321,9,44
2021-22,1629026,OKC,2159,363,105,196,41,121,30,124,86,102,21,16
2021-22,1629027,ATL,5459,2155,478,934,233,610,500,136,820,156,543,16
2021-22,1629028,PHX,3534,997,435,678,7,19,106,704,166,21,0,98
2021-22,1629029,DAL,4530,1847,440,834,201,569,364,94,786,132,471,40
2021-22,1629033,DAL,303,48,4,9,10,30,10,2,6,27,3,0
2021-22,1629035,DET,162,23,5,14,4,16,1,4,6,3,9,0
2021-22,1629048,IND,1495,349,108,172,23,80,64,150,66,69,0,54
2021-22,1629052,IND,3199,613,125,269,83,237,114,168,82,240,9,36
2021-22,1629056,SAC,1125,311,64,118,49,149,36,72,56,117,30,4
2021-22,1629057,BOS,3603,607,271,367,0,1,65,376,166,0,0,146
2021-22,1629060,WAS,1879,475,132,258,55,123,46,160,104,162,3,18
2021-22,1629067,TOR,148,12,2,9,1,4,5,2,2,3,0,2
2021-22,1629076,CHI,407,67,23,38,0,0,21,36,10,0,0,8
2021-22,1629083,CHA,11,0,0,0,0,1,0,0,0,0,0,0
2021-22,1629103,BOS,12,0,0,2,0,1,0,0,0,0,0,0
2021-22,1629103,IND,889,171,48,94,22,74,9,62,34,66,0,8
2021-22,1629109,NOP,760,101,5,18,28,70,7,8,2,81,3,0
2021-22,1629111,SAS,1228,265,72,115,29,89,34,102,42,87,0,28
2021-22,1629117,BKN,4,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629117,LAC,102,14,3,8,2,5,2,0,6,6,0,2
2021-22,1629117,LAL,641,127,43,74,6,23,23,50,36,18,0,22
2021-22,1629130,MIA,4037,863,58,102,232,624,51,96,20,669,27,2
2021-22,1629139,TOR,923,163,29,59,27,79,24,38,20,81,0,4
2021-22,1629162,MIN,1927,233,61,115,27,85,30,60,62,69,12,4
2021-22,1629164,CLE,973,171,45,99,19,55,24,22,68,36,21,2
2021-22,1629168,ORL,127,26,7,15,4,10,0,10,4,12,0,0
2021-22,1629185,GSW,736,67,7,28,17,53,2,2,12,39,12,0
2021-22,1629203,LAL,30,4,2,3,0,0,0,2,2,0,0,2
2021-22,1629216,MIA,3145,591,95,190,119,323,44,76,114,285,72,6
2021-22,1629234,POR,1317,318,133,197,4,15,40,202,64,12,0,44
2021-22,1629234,SAS,1224,228,83,151,1,8,59,126,40,3,0,28
2021-22,1629308,GSW,1974,298,87,148,28,87,40,120,54,72,12,14
2021-22,1629312,MIA,335,43,7,18,9,28,2,12,2,27,0,2
2021-22,1629597,UTA,11,0,0,1,0,2,0,0,0,0,0,0
2021-22,1629599,LAC,3183,619,115,212,96,254,101,136,94,270,18,4
2021-22,1629603,OKC,367,56,25,42,0,5,6,42,8,0,0,4
2021-22,1629604,POR,2410,339,84,182,37,126,60,106,62,108,3,20
2021-22,1629605,CLE,116,12,5,12,0,0,2,6,4,0,0,2
2021-22,1629607,NOP,83,37,9,14,5,12,4,6,12,9,6,0
2021-22,1629610,MEM,19,2,1,1,0,1,0,2,0,0,0,0
2021-22,1629611,LAC,4665,872,258,482,76,208,128,268,248,192,36,40
2021-22,1629617,IND,21,2,1,1,0,0,0,2,0,0,0,0
2021-22,1629617,POR,356,90,36,62,3,16,9,48,24,9,0,8
2021-22,1629619,PHI,110,13,4,11,1,6,2,0,8,0,3,2
2021-22,1629622,MIA,3141,721,68,122,181,442,42,106,30,519,24,6
2021-22,1629623,MIL,427,80,17,35,9,26,19,26,8,27,0,0
2021-22,1629626,DEN,170,33,14,23,1,4,2,28,0,3,0,0
2021-22,1629628,NYK,4840,1402,349,790,138,404,290,278,420,378,36,18
2021-22,1629629,ATL,1620,406,80,190,58,153,72,80,80,144,30,6
2021-22,1629629,NYK,433,91,19,34,8,31,29,24,14,21,3,0
2021-22,1629630,MEM,3927,1564,492,921,88,256,316,244,740,135,129,36
2021-22,1629631,ATL,3232,709,180,380,74,195,127,238,122,207,15,8
2021-22,1629632,CHI,3390,772,143,291,136,353,78,120,166,366,42,6
2021-22,1629633,MEM,715,130,39,88,12,47,16,32,46,30,6,8
2021-22,1629634,MEM,2624,666,283,425,5,22,85,396,170,15,0,106
2021-22,1629635,LAL,36,14,4,6,1,2,3,4,4,3,0,2
2021-22,1629636,CLE,4856,1473,368,719,174,454,215,192,544,255,267,12
2021-22,1629637,NOP,2832,654,225,341,20,57,144,342,108,57,3,72
2021-22,1629638,NOP,2657,639,142,327,95,305,70,116,168,255,30,8
2021-22,1629638,UTA,299,53,6,15,10,33,11,2,10,21,9,2
2021-22,1629639,MIA,4294,1367,326,683,175,439,190,218,434,372,153,14
2021-22,1629640,SAS,4956,1278,312,612,159,399,177,402,222,462,15,52
2021-22,1629641,BOS,1458,207,50,101,29,83,20,70,30,84,3,12
2021-22,1629641,SAS,91,11,4,5,0,2,3,8,0,0,0,0
2021-22,1629642,POR,2184,410,94,161,51,154,69,130,58,141,12,16
2021-22,1629643,ORL,3651,605,98,204,118,371,55,104,92,342,12,12
2021-22,1629644,MIA,476,77,21,43,9,26,8,32,10,27,0,4
2021-22,1629645,HOU,4003,949,180,395,155,413,124,96,264,240,225,16
2021-22,1629646,PHI,340,69,30,43,0,4,9,40,20,0,0,18
2021-22,1629647,OKC,3961,745,194,380,80,269,117,248,140,228,12,32
2021-22,1629649,ORL,1113,210,54,101,27,87,21,62,46,75,6,10
2021-22,1629650,CLE,355,90,37,58,0,0,16,58,16,0,0,12
2021-22,1629650,DAL,348,81,27,50,0,0,27,46,8,0,0,4
2021-22,1629651,BKN,1976,410,178,264,0,0,54,262,94,0,0,66
2021-22,1629652,OKC,3439,877,163,335,130,391,161,160,166,342,48,16
2021-22,1629653,CHI,175,29,9,14,2,9,5,10,8,6,0,0
2021-22,1629655,WAS,2910,677,285,409,0,1,107,420,150,0,0,116
2021-22,1629656,NYK,1533,275,23,46,72,189,13,28,18,207,9,4
2021-22,1629657,MIA,390,74,12,25,14,40,8,12,12,33,9,0
2021-22,1629658,OKC,483,103,35,65,9,25,6,30,40,24,3,24
2021-22,1629659,LAL,3112,597,175,356,49,182,100,142,208,117,30,8
2021-22,1629660,OKC,1625,340,70,142,54,186,38,42,98,129,33,8
2021-22,1629661,PHX,3578,822,113,216,166,391,98,152,74,486,12,20
2021-22,1629663,SAC,223,45,7,20,8,27,7,6,8,18,6,0
2021-22,1629667,CHA,1839,340,82,146,41,108,53,100,64,123,0,6
2021-22,1629669,MIN,2058,527,133,253,63,160,72,114,152,147,42,12
2021-22,1629670,MIL,2480,487,107,235,79,227,36,132,82,177,60,14
2021-22,1629671,UTA,95,5,1,1,1,8,0,0,2,3,0,0
2021-22,1629672,UTA,1477,334,74,127,40,108,66,86,62,114,6,18
2021-22,1629673,GSW,4663,1405,263,478,211,580,246,218,308,447,186,10
2021-22,1629674,SAC,246,45,17,38,0,0,11,22,12,0,0,6
2021-22,1629675,MIN,2553,637,176,310,57,166,114,220,132,168,3,68
2021-22,1629676,OKC,1981,454,122,224,44,99,78,168,76,120,12,32
2021-22,1629678,ORL,957,146,28,50,26,79,12,40,16,75,3,2
2021-22,1629680,PHI,3321,379,105,156,45,144,34,154,56,129,6,14
2021-22,1629681,MEM,939,118,16,41,27,86,5,20,12,78,3,8
2021-22,1629682,TOR,91,8,1,3,2,9,0,0,2,3,3,0
2021-22,1629682,WAS,18,2,1,2,0,0,0,0,2,0,0,0
2021-22,1629683,GSW,153,30,11,16,1,5,5,18,4,3,0,2
2021-22,1629684,BOS,3744,602,99,174,106,258,86,142,56,315,3,24
2021-22,1629685,CLE,902,110,16,28,21,70,15,26,6,60,3,4
2021-22,1629686,DET,58,3,0,3,1,7,0,0,0,3,0,0
2021-22,1629712,NOP,14,0,0,0,0,3,0,0,0,0,0,0
2021-22,1629712,POR,251,35,3,10,9,20,2,2,4,27,0,2
2021-22,1629717,HOU,1423,254,23,38,64,213,16,30,16,156,36,0
2021-22,1629717,TOR,306,34,1,2,10,36,2,2,0,27,3,0
2021-22,1629718,DAL,33,2,1,2,0,3,0,0,2,0,0,0
2021-22,1629718,PHI,333,28,8,25,1,9,9,8,8,3,0,4
2021-22,1629719,SAS,257,46,21,31,0,0,4,28,14,0,0,6
2021-22,1629723,MEM,2666,349,83,136,52,126,27,102,64,144,12,42
2021-22,1629726,HOU,3583,650,45,75,139,386,143,68,22,408,9,6
2021-22,1629730,DEN,65,6,0,0,1,2,3,0,0,0,3,0
2021-22,1629730,MIL,91,15,2,4,3,3,2,0,4,6,3,2
2021-22,1629731,CLE,1943,269,48,75,51,142,20,54,42,150,3,14
2021-22,1629735,MIA,176,26,8,15,0,0,10,12,4,0,0,4
