SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2021-22,206,Alfonzo McKinnie,1628035,1610612741,15.217,6.2,CHI,411,5.9,29,4,3.41
2020-21,161,Daniel Oturu,1630187,1610612746,15.599,6.7,LAC,327,7.9,21,0,4.82
2021-22,27,Daniel Oturu,1630187,1610612761,12.931,1.0,TOR,58,8.0,22,1,5.0
2020-21,192,CJ Elleby,1629604,1610612757,14.073,15.8,POR,423,15.9,21,0,2.58
2021-22,1174,CJ Elleby,1629604,1610612757,14.69,55.5,POR,2410,9.4,22,1,3.29
2020-21,1222,Danilo Gallinari,201568,1610612737,15.238,80.0,ATL,2458,12.8,32,11,4.36
2019-20,1834,Danilo Gallinari,201568,1610612760,14.84,127.7,OKC,3745,13.8,31,10,4.02
2018-19,2059,Danilo Gallinari,201568,1610612746,14.532,180.8,LAC,4288,17.4,30,9,3.43
2017-18,671,Danilo Gallinari,201568,1610612746,15.235,45.9,LAC,1337,13.5,29,8,3.36
2016-17,2134,Danilo Gallinari,201568,1610612743,14.597,136.9,DEN,4357,12.9,28,7,3.59
2015-16,1839,Danilo Gallinari,201568,1610612743,15.204,142.9,DEN,3679,15.3,27,6,3.34
2014-15,1426,Danilo Gallinari,201568,1610612743,14.669,87.7,DEN,2846,12.6,26,5,3.58
2021-22,1672,Danilo Gallinari,201568,1610612737,15.154,105.6,ATL,3389,12.3,33,12,4.24
2021-22,640,Brandon Williams,1630314,1610612757,14.833,109.4,POR,1316,33.6,22,0,1.0
2020-21,907,Damyean Dotson,1628422,1610612739,15.418,95.8,CLE,1837,20.3,26,3,1.91
2019-20,836,Damyean Dotson,1628422,1610612752,14.423,40.7,NYK,1720,9.8,25,2,2.13
2018-19,2004,Damyean Dotson,1628422,1610612752,14.754,107.7,NYK,4123,10.6,24,1,2.65
2017-18,474,Damyean Dotson,1628422,1610612752,14.835,20.6,NYK,958,8.7,23,0,2.54
2021-22,21,Damyean Dotson,1628422,1610612752,18.472,0.8,NYK,36,7.2,27,4,1.7
2020-21,537,Ben McLemore,203463,1610612745,13.933,19.8,HOU,1165,7.3,28,7,1.37
2020-21,368,Ben McLemore,203463,1610612747,14.797,11.4,LAL,744,6.2,28,7,1.72
2019-20,1619,Ben McLemore,203463,1610612745,13.417,42.5,HOU,3476,5.5,27,6,2.73
2018-19,158,Ben McLemore,203463,1610612758,13.53,6.2,SAC,349,7.9,26,5,2.42
2017-18,1091,Ben McLemore,203463,1610612763,15.31,49.6,MEM,2158,9.0,25,4,2.13
2016-17,1176,Ben McLemore,203463,1610612758,15.577,56.8,SAC,2317,9.4,24,3,1.96
2015-16,1443,Ben McLemore,203463,1610612758,13.643,50.5,SAC,3035,7.3,23,2,2.11
2014-15,2670,Ben McLemore,203463,1610612758,14.994,116.2,SAC,5306,8.8,22,1,2.04
2013-14,2187,Ben McLemore,203463,1610612758,15.539,75.2,SAC,4312,6.7,21,0,2.04
2021-22,1285,Ben McLemore,203463,1610612757,14.927,51.5,POR,2632,7.9,29,8,2.09
2020-21,232,DaQuan Jeffries,1629610,1610612758,13.586,6.7,SAC,481,6.2,24,1,3.26
2020-21,261,DaQuan Jeffries,1629610,1610612745,13.413,8.0,HOU,566,6.3,24,1,2.34
2019-20,141,DaQuan Jeffries,1629610,1610612758,13.222,4.8,SAC,316,6.9,23,0,2.68
2021-22,9,DaQuan Jeffries,1629610,1610612763,17.895,0.3,MEM,19,5.3,25,2,3.27
2020-21,391,Avery Bradley,202340,1610612745,14.319,23.0,HOU,814,11.8,30,10,1.42
2020-21,211,Avery Bradley,202340,1610612748,14.136,9.8,MIA,435,9.6,30,10,1.82
2019-20,1186,Avery Bradley,202340,1610612747,14.091,49.6,LAL,2500,8.4,29,9,2.16
2018-19,442,Avery Bradley,202340,1610612763,14.824,32.4,MEM,915,14.3,28,8,2.13
2018-19,1463,Avery Bradley,202340,1610612746,14.554,54.0,LAC,3022,7.4,28,8,2.36
2017-18,165,Avery Bradley,202340,1610612746,14.565,7.7,LAC,329,9.6,27,7,1.82
2017-18,1268,Avery Bradley,202340,1610612765,15.32,56.8,DET,2537,8.8,27,7,2.03
2016-17,1835,Avery Bradley,202340,1610612738,14.849,108.1,BOS,3682,11.9,26,6,1.86
2015-16,2536,Avery Bradley,202340,1610612738,13.93,95.4,BOS,5172,7.9,25,5,2.04
2014-15,2428,Avery Bradley,202340,1610612738,14.357,106.7,BOS,4892,9.1,24,4,1.78
2013-14,1855,Avery Bradley,202340,1610612738,15.393,135.7,BOS,3629,14.6,23,3,1.88
2021-22,1406,Avery Bradley,202340,1610612747,14.583,38.3,LAL,2890,5.5,31,11,1.84
2020-21,713,D.J. Augustin,201571,1610612749,14.221,102.2,MIL,1492,28.9,33,12,1.0
2020-21,416,D.J. Augustin,201571,1610612745,14.95,79.9,HOU,857,37.4,33,12,1.0
2019-20,1420,D.J. Augustin,201571,1610612753,15.28,327.8,ORL,2895,44.5,32,11,1.0
2018-19,2269,D.J. Augustin,201571,1610612753,15.284,489.9,ORL,4609,41.7,31,10,1.0
2017-18,1760,D.J. Augustin,201571,1610612753,15.281,327.0,ORL,3581,35.9,30,9,1.0
2016-17,1538,D.J. Augustin,201571,1610612753,15.776,290.5,ORL,3010,36.7,29,8,1.0
2015-16,659,D.J. Augustin,201571,1610612743,15.07,144.9,DEN,1323,43.6,28,7,1.0
2015-16,519,D.J. Augustin,201571,1610612760,15.689,95.1,OKC,1021,35.6,28,7,1.0
2014-15,1287,D.J. Augustin,201571,1610612765,15.996,331.8,DET,2464,50.5,27,6,1.0
2014-15,677,D.J. Augustin,201571,1610612760,14.93,101.8,OKC,1366,29.9,27,6,1.0
2013-14,1857,D.J. Augustin,201571,1610612741,16.771,445.7,CHI,3452,46.2,26,5,1.0
2013-14,82,D.J. Augustin,201571,1610612761,16.641,12.9,TOR,153,30.4,26,5,1.0
2021-22,510,D.J. Augustin,201571,1610612745,15.417,100.3,HOU,1042,37.5,34,13,1.0
2021-22,373,D.J. Augustin,201571,1610612747,14.958,36.8,LAL,762,19.4,34,13,1.0
2020-21,328,D.J. Wilson,1628391,1610612745,14.614,16.2,HOU,677,9.8,24,4,4.56
2020-21,105,D.J. Wilson,1628391,1610612749,14.392,5.0,MIL,217,9.6,24,4,4.47
2019-20,363,D.J. Wilson,1628391,1610612749,13.827,19.9,MIL,793,10.9,23,3,4.26
2018-19,882,D.J. Wilson,1628391,1610612749,14.203,35.9,MIL,1873,8.1,22,2,4.04
2017-18,71,D.J. Wilson,1628391,1610612749,15.299,2.8,MIL,144,7.6,21,1,4.37
2021-22,54,D.J. Wilson,1628391,1610612761,11.808,3.0,TOR,125,12.2,25,5,4.84
2020-21,520,Armoni Brooks,1629717,1610612745,14.184,31.7,HOU,1096,12.2,23,0,1.44
2021-22,690,Armoni Brooks,1629717,1610612745,14.832,40.3,HOU,1423,11.5,24,1,1.45
2021-22,154,Armoni Brooks,1629717,1610612761,15.239,8.1,TOR,306,10.4,24,1,1.25
2021-22,5,Arnoldas Kulboka,1629083,1610612766,14.818,0.0,CHA,11,0.0,24,0,3.51
2019-20,221,Brandon Knight,202688,1610612765,16.084,42.8,DET,431,37.0,28,7,1.05
2019-20,241,Brandon Knight,202688,1610612739,15.106,27.2,CLE,501,21.6,28,7,1.98
2018-19,618,Brandon Knight,202688,1610612739,15.812,75.3,CLE,1244,23.0,27,6,1.7
2018-19,118,Brandon Knight,202688,1610612745,15.102,13.5,HOU,236,22.7,27,6,1.2
2016-17,1140,Brandon Knight,202688,1610612756,14.335,163.8,PHX,2358,29.1,25,5,1.46
2015-16,1870,Brandon Knight,202688,1610612756,14.569,313.9,PHX,3840,33.7,24,4,1.67
2014-15,1688,Brandon Knight,202688,1610612749,14.473,331.4,MIL,3346,41.1,23,3,1.0
2014-15,347,Brandon Knight,202688,1610612756,14.302,57.3,PHX,718,33.5,23,3,1.68
2013-14,2400,Brandon Knight,202688,1610612749,15.826,483.5,MIL,4595,39.9,22,2,1.11
2021-22,65,Brandon Knight,202688,1610612742,14.241,10.8,DAL,137,33.2,30,8,1.17
2020-21,620,Brandon Goodwin,1629164,1610612737,15.548,111.9,ATL,1234,35.0,25,2,1.08
2019-20,430,Brandon Goodwin,1629164,1610612737,14.439,76.1,ATL,905,34.9,24,1,1.12
2018-19,57,Brandon Goodwin,1629164,1610612743,13.705,10.8,DEN,122,38.8,23,0,1.0
2021-22,502,Brandon Goodwin,1629164,1610612739,15.95,105.7,CLE,973,40.9,26,3,1.0
2020-21,428,Brad Wanamaker,202954,1610612766,14.916,56.4,CHA,855,26.5,31,2,1.25
2020-21,625,Brad Wanamaker,202954,1610612744,14.344,84.0,GSW,1286,27.3,31,2,1.35
2019-20,1369,Brad Wanamaker,202954,1610612738,14.716,192.6,BOS,2820,27.8,30,1,1.19
2018-19,343,Brad Wanamaker,202954,1610612738,13.53,50.7,BOS,723,31.1,29,0,1.38
2021-22,27,Brad Wanamaker,202954,1610612764,15.365,3.5,WAS,52,26.3,32,3,1.0
2021-22,293,Brad Wanamaker,202954,1610612754,15.0,48.1,IND,583,33.0,32,3,1.1
2020-21,375,Brodric Thomas,1630271,1610612739,15.458,28.9,CLE,765,14.7,24,0,1.9
2020-21,24,Brodric Thomas,1630271,1610612745,13.804,2.5,HOU,51,21.3,24,0,1.37
2021-22,60,Brodric Thomas,1630271,1610612738,13.545,6.1,BOS,132,20.5,25,1,1.41
2021-22,21,Chaundee Brown Jr.,1630602,1610612747,13.5,0.6,LAL,44,6.1,23,0,3.21
2021-22,83,Chaundee Brown Jr.,1630602,1610612737,14.018,2.8,ATL,168,7.1,23,0,2.6
2020-21,276,Carsen Edwards,1629035,1610612738,14.457,14.5,BOS,569,10.6,23,1,1.8
2019-20,351,Carsen Edwards,1629035,1610612738,14.415,23.7,BOS,743,13.3,22,0,1.89
2021-22,79,Carsen Edwards,1629035,1610612765,14.728,10.3,DET,162,25.9,24,2,1.93
2020-21,93,Cassius Stanley,1630199,1610612754,13.778,5.8,IND,194,13.0,21,0,2.31
2021-22,155,Cassius Stanley,1630199,1610612765,14.87,6.3,DET,315,8.1,22,1,2.35
2020-21,152,Charlie Brown Jr.,1629718,1610612760,14.025,4.7,OKC,322,6.2,24,1,1.41
2019-20,40,Charlie Brown Jr.,1629718,1610612737,13.663,1.5,ATL,83,7.9,23,0,2.23
2021-22,15,Charlie Brown Jr.,1629718,1610612742,15.424,0.4,DAL,33,4.7,25,2,2.79
2021-22,162,Charlie Brown Jr.,1629718,1610612755,14.871,3.8,PHI,333,4.6,25,2,2.31
2019-20,479,Cheick Diallo,1627767,1610612756,14.603,23.8,PHX,996,9.8,23,3,4.86
2018-19,896,Cheick Diallo,1627767,1610612740,13.706,34.6,NOP,1939,7.8,22,2,4.29
2017-18,581,Cheick Diallo,1627767,1610612740,14.166,21.2,NOP,1202,7.5,21,1,4.24
2016-17,199,Cheick Diallo,1627767,1610612740,14.121,7.5,NOP,406,7.8,20,0,3.99
2021-22,31,Cheick Diallo,1627767,1610612765,15.227,1.9,DET,66,11.3,25,4,5.0
2020-21,1690,Carmelo Anthony,2546,1610612757,15.496,99.6,POR,3420,11.3,37,17,4.29
2019-20,1902,Carmelo Anthony,2546,1610612757,14.909,93.4,POR,3908,9.6,36,16,3.87
2018-19,294,Carmelo Anthony,2546,1610612745,14.804,11.1,HOU,602,7.5,35,15,4.19
2017-18,2501,Carmelo Anthony,2546,1610612760,14.201,140.4,OKC,5068,11.7,34,14,4.1
2016-17,2538,Carmelo Anthony,2546,1610612752,15.41,226.3,NYK,5065,17.4,33,13,3.18
2015-16,2530,Carmelo Anthony,2546,1610612752,15.918,257.9,NYK,4910,19.8,32,12,3.09
2014-15,1428,Carmelo Anthony,2546,1610612752,16.357,132.5,NYK,2691,18.1,31,11,3.21
2013-14,2982,Carmelo Anthony,2546,1610612752,16.396,314.7,NYK,5615,20.5,30,10,3.67
2021-22,1793,Carmelo Anthony,2546,1610612747,14.243,73.8,LAL,3754,8.3,38,18,3.98
2020-21,282,Chandler Hutchison,1628990,1610612764,14.117,11.2,WAS,600,7.9,24,2,3.05
2020-21,64,Chandler Hutchison,1628990,1610612741,13.237,3.7,CHI,139,12.1,24,2,3.24
2019-20,527,Chandler Hutchison,1628990,1610612741,14.241,27.9,CHI,1122,10.5,23,1,3.39
2018-19,895,Chandler Hutchison,1628990,1610612741,14.81,40.9,CHI,1828,9.1,22,0,3.44
2021-22,22,Chandler Hutchison,1628990,1610612756,13.442,1.0,PHX,52,8.6,25,3,3.14
2020-21,232,Chris Chiozza,1629185,1610612751,14.048,43.7,BKN,478,39.0,25,2,1.0
2019-20,123,Chris Chiozza,1629185,1610612764,13.259,23.0,WAS,263,39.6,24,1,1.0
2019-20,278,Chris Chiozza,1629185,1610612751,13.945,49.1,BKN,603,35.0,24,1,1.0
2018-19,33,Chris Chiozza,1629185,1610612745,14.151,5.1,HOU,73,29.6,23,0,1.0
2021-22,372,Chris Chiozza,1629185,1610612744,15.202,55.7,GSW,736,29.9,26,3,1.0
2020-21,355,Abdel Nader,1627846,1610612756,14.414,12.4,PHX,739,7.0,27,3,2.91
2019-20,867,Abdel Nader,1627846,1610612760,14.318,29.3,OKC,1788,6.9,26,2,3.37
2018-19,694,Abdel Nader,1627846,1610612760,13.693,22.4,OKC,1470,6.7,25,1,2.72
2017-18,522,Abdel Nader,1627846,1610612738,15.366,24.1,BOS,1063,8.9,24,0,2.53
2021-22,145,Abdel Nader,1627846,1610612756,13.927,4.3,PHX,315,5.9,28,4,2.88
2020-21,98,Cassius Winston,1630216,1610612764,14.366,15.9,WAS,205,32.4,23,0,1.14
2021-22,39,Cassius Winston,1630216,1610612764,14.821,6.4,WAS,78,33.2,24,1,1.41
2019-20,118,Frank Mason III,1628412,1610612749,13.038,21.5,MIL,263,37.6,25,3,1.0
2018-19,435,Frank Mason III,1628412,1610612758,13.833,79.4,SAC,946,36.4,24,2,1.35
2017-18,984,Frank Mason III,1628412,1610612758,15.915,200.6,SAC,1878,40.3,23,1,1.0
2020-21,79,Frank Mason III,1628412,1610612753,15.297,15.9,ORL,158,39.5,26,4,1.0
2019-20,386,Cristiano Felicio,1626245,1610612741,14.939,14.5,CHI,784,7.4,27,4,4.99
2018-19,746,Cristiano Felicio,1626245,1610612741,14.778,35.7,CHI,1530,9.5,26,3,4.99
2017-18,977,Cristiano Felicio,1626245,1610612741,14.49,36.1,CHI,1964,7.6,25,2,5.0
2016-17,1040,Cristiano Felicio,1626245,1610612741,14.996,35.9,CHI,2040,7.0,24,1,5.0
2015-16,321,Cristiano Felicio,1626245,1610612741,14.859,17.0,CHI,639,10.7,23,0,5.0
2020-21,84,Cristiano Felicio,1626245,1610612741,14.246,6.5,CHI,179,15.3,28,5,5.0
2018-19,38,James Nunnally,203263,1610612745,15.605,0.5,HOU,76,2.5,28,1,3.48
2018-19,64,James Nunnally,203263,1610612750,14.058,2.6,MIN,138,8.0,28,1,2.81
2013-14,111,James Nunnally,203263,1610612755,14.351,3.9,PHI,222,7.3,23,0,2.88
2013-14,54,James Nunnally,203263,1610612737,14.689,2.1,ATL,106,8.1,23,0,2.95
2020-21,48,James Nunnally,203263,1610612740,14.64,1.2,NOP,100,4.9,30,2,2.51
2019-20,364,Jared Dudley,201162,1610612747,14.832,12.7,LAL,736,7.0,34,12,3.85
2018-19,1220,Jared Dudley,201162,1610612751,15.044,52.9,BKN,2486,8.5,33,11,4.16
2017-18,688,Jared Dudley,201162,1610612756,14.022,35.6,PHX,1407,10.8,32,10,3.91
2016-17,1362,Jared Dudley,201162,1610612756,14.117,71.7,PHX,2844,10.7,31,9,4.0
2015-16,2098,Jared Dudley,201162,1610612764,14.099,88.0,WAS,4240,8.8,30,8,4.04
2014-15,1717,Jared Dudley,201162,1610612749,14.86,69.3,MIL,3332,8.4,29,7,2.72
2013-14,1729,Jared Dudley,201162,1610612746,14.649,50.8,LAC,3414,6.1,28,6,3.1
2020-21,81,Jared Dudley,201162,1610612747,15.198,3.0,LAL,167,7.1,35,13,4.06
2019-20,1161,Marc Gasol,201188,1610612761,14.079,54.6,TOR,2420,9.6,35,11,5.0
2018-19,648,Marc Gasol,201188,1610612761,13.829,34.8,TOR,1339,11.3,34,10,5.0
2018-19,1788,Marc Gasol,201188,1610612763,16.177,126.7,MEM,3501,13.4,34,10,5.0
2017-18,2408,Marc Gasol,201188,1610612763,16.082,178.0,MEM,4674,14.2,33,9,5.0
2016-17,2531,Marc Gasol,201188,1610612763,16.378,188.6,MEM,4829,14.3,32,8,5.0
2015-16,1791,Marc Gasol,201188,1610612763,16.366,117.7,MEM,3432,12.6,31,7,5.0
2014-15,2687,Marc Gasol,201188,1610612763,16.176,178.5,MEM,5129,12.9,30,6,4.92
2013-14,1970,Marc Gasol,201188,1610612763,17.024,114.4,MEM,3645,11.1,29,5,4.93
2020-21,993,Marc Gasol,201188,1610612747,14.752,45.3,LAL,2024,9.1,36,12,5.0
2019-20,40,Chasson Randle,1626184,1610612744,13.647,3.8,GSW,85,19.7,27,2,1.19
2018-19,743,Chasson Randle,1626184,1610612764,14.083,103.4,WAS,1549,28.4,26,1,1.0
2016-17,225,Chasson Randle,1626184,1610612752,14.973,37.0,NYK,445,33.3,24,0,1.0
2016-17,74,Chasson Randle,1626184,1610612755,12.609,9.4,PHI,156,28.7,24,0,1.08
2020-21,837,Chasson Randle,1626184,1610612753,15.433,160.7,ORL,1704,36.7,28,3,1.06
2020-21,32,Elijah Bryant,1629091,1610612749,11.957,3.4,MIL,70,24.4,26,0,2.28
2020-21,26,Nate Darling,1630268,1610612766,15.962,0.6,CHA,53,4.3,22,0,1.81
2019-20,934,Aron Baynes,203382,1610612756,14.383,35.5,PHX,1950,7.6,33,7,4.88
2018-19,821,Aron Baynes,203382,1610612738,14.182,26.7,BOS,1700,6.6,32,6,5.0
2017-18,1485,Aron Baynes,203382,1610612738,15.416,56.6,BOS,2896,7.6,31,5,4.99
2016-17,1162,Aron Baynes,203382,1610612765,15.265,27.5,DET,2280,4.7,30,4,4.98
2015-16,1233,Aron Baynes,203382,1610612765,15.404,35.4,DET,2444,5.6,29,3,4.98
2014-15,1122,Aron Baynes,203382,1610612759,15.445,35.6,SAS,2206,6.3,28,2,4.79
2013-14,491,Aron Baynes,203382,1610612759,15.236,16.5,SAS,978,6.6,27,1,4.9
2020-21,980,Aron Baynes,203382,1610612761,14.444,31.5,TOR,2024,6.5,34,8,5.0
2019-20,467,Jahlil Okafor,1626143,1610612740,14.017,31.7,NOP,977,13.9,24,4,5.0
2018-19,935,Jahlil Okafor,1626143,1610612740,14.282,58.3,NOP,1968,12.4,23,3,5.0
2017-18,328,Jahlil Okafor,1626143,1610612751,16.334,19.3,BKN,634,11.2,22,2,4.96
2017-18,25,Jahlil Okafor,1626143,1610612755,14.446,2.0,PHI,56,14.8,22,2,5.0
2016-17,1134,Jahlil Okafor,1626143,1610612755,15.737,82.2,PHI,2267,13.8,21,1,4.93
2015-16,1591,Jahlil Okafor,1626143,1610612755,15.961,120.3,PHI,3154,14.3,20,0,5.0
2020-21,347,Jahlil Okafor,1626143,1610612765,15.281,18.3,DET,697,10.3,25,5,5.0
2019-20,1042,Nicolo Melli,1629740,1610612740,14.011,52.1,NOP,2213,10.1,29,0,4.57
2020-21,325,Nicolo Melli,1629740,1610612742,16.082,13.5,DAL,637,7.9,30,1,4.12
2020-21,241,Nicolo Melli,1629740,1610612740,15.491,12.6,NOP,481,10.1,30,1,4.28
2020-21,364,Nico Mannion,1630185,1610612744,14.132,64.9,GSW,766,36.0,20,0,1.02
2016-17,41,Axel Toupane,1626253,1610612740,14.11,1.4,NOP,82,7.3,24,1,3.0
2016-17,6,Axel Toupane,1626253,1610612749,17.667,0.1,MIL,12,2.8,24,1,3.0
2015-16,305,Axel Toupane,1626253,1610612743,15.114,8.9,DEN,594,5.9,23,0,3.15
2020-21,61,Axel Toupane,1626253,1610612749,12.905,1.9,MIL,126,7.0,28,2,2.4
2019-20,1207,Mike Scott,203118,1610612755,15.165,42.9,PHI,2458,6.9,31,7,3.74
2018-19,748,Mike Scott,203118,1610612746,13.705,30.7,LAC,1615,8.3,30,6,3.78
2018-19,647,Mike Scott,203118,1610612755,14.499,20.8,PHI,1353,6.4,30,6,3.64
2017-18,1406,Mike Scott,203118,1610612764,15.116,60.2,WAS,2808,8.5,29,5,4.08
2016-17,195,Mike Scott,203118,1610612737,14.668,7.5,ATL,385,8.0,28,4,3.98
2015-16,1146,Mike Scott,203118,1610612737,14.378,44.5,ATL,2291,8.1,27,3,3.98
2014-15,1123,Mike Scott,203118,1610612737,15.272,44.2,ATL,2158,8.0,26,2,3.94
2013-14,1482,Mike Scott,203118,1610612737,14.869,55.6,ATL,2905,7.7,25,1,3.96
2020-21,852,Mike Scott,203118,1610612755,14.887,27.4,PHI,1754,6.3,32,8,4.04
2019-20,986,Ersan Ilyasova,101141,1610612749,13.66,35.9,MIL,2147,7.3,33,11,4.02
2018-19,1231,Ersan Ilyasova,101141,1610612749,13.946,39.5,MIL,2606,6.5,32,10,4.06
2017-18,554,Ersan Ilyasova,101141,1610612755,13.83,25.8,PHI,1162,9.6,31,9,4.03
2017-18,1175,Ersan Ilyasova,101141,1610612737,14.944,45.7,ATL,2349,7.8,31,9,4.09
2016-17,633,Ersan Ilyasova,101141,1610612737,14.472,25.1,ATL,1285,8.1,30,8,4.32
2016-17,1447,Ersan Ilyasova,101141,1610612755,14.452,74.4,PHI,2973,10.4,30,8,3.87
2016-17,62,Ersan Ilyasova,101141,1610612760,12.482,2.1,OKC,139,7.3,30,8,4.0
2015-16,1434,Ersan Ilyasova,101141,1610612765,15.174,60.4,DET,2860,8.4,29,7,4.0
2015-16,447,Ersan Ilyasova,101141,1610612753,14.459,15.3,ORL,912,7.0,29,7,4.1
2014-15,1319,Ersan Ilyasova,101141,1610612749,14.689,45.0,MIL,2583,7.1,28,6,4.1
2013-14,1479,Ersan Ilyasova,101141,1610612749,15.901,70.2,MIL,2837,9.3,27,5,4.26
2020-21,148,Ersan Ilyasova,101141,1610612762,15.468,4.2,UTA,295,5.5,34,12,4.64
2019-20,32,Jalen Lecque,1629665,1610612756,14.138,1.2,PHX,65,7.8,19,1,2.96
2020-21,12,Jalen Lecque,1629665,1610612754,14.154,1.9,IND,26,31.0,20,2,1.45
2019-20,519,Jeff Teague,201952,1610612737,14.041,79.0,ATL,1102,30.6,32,10,1.62
2019-20,945,Jeff Teague,201952,1610612750,14.009,184.4,MIN,2021,39.1,32,10,1.1
2018-19,1264,Jeff Teague,201952,1610612750,14.532,264.9,MIN,2640,41.4,31,9,1.01
2017-18,2311,Jeff Teague,201952,1610612750,15.409,494.3,MIN,4654,41.4,30,8,1.03
2016-17,2657,Jeff Teague,201952,1610612754,14.736,565.1,IND,5349,43.0,29,7,1.01
2015-16,2255,Jeff Teague,201952,1610612737,14.376,450.5,ATL,4599,40.9,28,6,1.06
2014-15,2228,Jeff Teague,201952,1610612737,14.883,448.6,ATL,4416,41.0,27,5,1.1
2013-14,2542,Jeff Teague,201952,1610612737,14.824,513.6,ATL,5062,41.1,26,4,1.27
2020-21,616,Jeff Teague,201952,1610612738,15.194,91.0,BOS,1248,28.8,33,11,1.14
2020-21,334,Jeff Teague,201952,1610612749,13.655,50.0,MIL,713,30.8,33,11,1.0
2019-20,15,Henry Ellenson,1627740,1610612751,11.222,0.6,BKN,36,8.9,22,3,4.78
2018-19,25,Henry Ellenson,1627740,1610612765,15.854,1.6,DET,48,12.6,21,2,4.26
2018-19,234,Henry Ellenson,1627740,1610612752,15.056,15.3,NYK,482,12.6,21,2,4.05
2017-18,329,Henry Ellenson,1627740,1610612765,14.41,22.2,DET,666,13.9,20,1,4.73
2016-17,146,Henry Ellenson,1627740,1610612765,15.388,7.5,DET,291,10.0,19,0,4.06
2020-21,38,Henry Ellenson,1627740,1610612761,14.506,1.8,TOR,81,9.2,23,4,4.31
2019-20,99,Jeremiah Martin,1629725,1610612751,14.682,19.2,BKN,214,36.7,24,0,1.3
2020-21,75,Jeremiah Martin,1629725,1610612739,15.394,10.7,CLE,155,26.9,25,1,1.0
2019-20,24,Justin Patton,1628383,1610612760,12.857,,OKC,56,,22,2,5.0
2018-19,21,Justin Patton,1628383,1610612755,14.581,0.8,PHI,43,7.7,21,1,5.0
2017-18,4,Justin Patton,1628383,1610612750,8.556,0.2,MIN,9,15.6,20,0,5.0
2020-21,247,Justin Patton,1628383,1610612745,14.348,7.6,HOU,517,6.1,23,3,5.0
2019-20,232,Justin James,1629713,1610612758,13.901,10.8,SAC,487,9.6,23,0,2.93
2020-21,310,Justin James,1629713,1610612758,14.127,21.0,SAC,656,13.6,24,1,3.08
2020-21,336,Josh Hall,1630221,1610612760,13.976,16.5,OKC,719,9.9,20,0,2.46
2020-21,54,Jontay Porter,1629007,1610612763,14.195,2.8,MEM,113,10.5,21,0,4.19
2019-20,476,Jerome Robinson,1629010,1610612746,13.43,33.8,LAC,1041,14.5,22,2,2.04
2019-20,503,Jerome Robinson,1629010,1610612764,13.355,29.5,WAS,1086,12.2,22,2,1.82
2018-19,320,Jerome Robinson,1629010,1610612746,13.352,16.0,LAC,685,10.5,21,1,2.59
2020-21,305,Jerome Robinson,1629010,1610612764,13.874,19.5,WAS,649,13.0,23,3,1.96
2019-20,241,Iman Shumpert,202697,1610612751,14.867,11.6,BKN,481,9.7,29,8,2.67
2018-19,382,Iman Shumpert,202697,1610612745,14.871,14.0,HOU,791,7.1,28,7,2.86
2018-19,1099,Iman Shumpert,202697,1610612758,13.275,53.7,SAC,2356,10.3,28,7,2.72
2017-18,276,Iman Shumpert,202697,1610612739,14.611,,CLE,565,,27,6,1.47
2016-17,1937,Iman Shumpert,202697,1610612739,15.251,99.7,CLE,3830,10.2,26,5,1.9
2015-16,1316,Iman Shumpert,202697,1610612739,15.957,63.2,CLE,2550,9.3,25,4,2.18
2014-15,920,Iman Shumpert,202697,1610612739,16.019,48.4,CLE,1757,10.3,24,3,2.01
2014-15,625,Iman Shumpert,202697,1610612752,16.441,62.3,NYK,1160,19.6,24,3,2.15
2013-14,1962,Iman Shumpert,202697,1610612752,16.387,100.0,NYK,3635,10.1,23,2,2.35
2020-21,11,Iman Shumpert,202697,1610612751,15.348,0.4,BKN,23,6.8,30,9,3.0
2019-20,53,Jordan Bone,1629648,1610612765,16.257,4.8,DET,105,16.9,22,0,1.03
2020-21,196,Jordan Bone,1629648,1610612753,14.938,25.3,ORL,406,25.0,23,1,1.0
2019-20,20,Kostas Antetokounmpo,1628961,1610612747,13.533,0.4,LAL,45,3.9,22,1,4.72
2018-19,11,Kostas Antetokounmpo,1628961,1610612742,14.227,0.7,DAL,22,13.4,21,0,5.0
2020-21,56,Kostas Antetokounmpo,1628961,1610612747,12.574,2.1,LAL,129,7.8,23,2,4.95
2019-20,1516,Glenn Robinson III,203922,1610612744,14.251,67.7,GSW,3146,9.1,25,5,2.99
2019-20,270,Glenn Robinson III,203922,1610612755,15.516,9.5,PHI,547,6.7,25,5,3.22
2018-19,610,Glenn Robinson III,203922,1610612765,15.568,26.8,DET,1227,8.4,24,4,3.29
2017-18,338,Glenn Robinson III,203922,1610612754,15.617,11.0,IND,668,6.3,23,3,2.97
2016-17,1427,Glenn Robinson III,203922,1610612754,15.052,46.9,IND,2862,6.5,22,2,2.74
2015-16,508,Glenn Robinson III,203922,1610612754,15.52,24.7,IND,1012,9.4,21,1,2.54
2014-15,153,Glenn Robinson III,203922,1610612755,15.506,7.4,PHI,308,9.3,20,0,2.17
